,smiles,split,indices
195,Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],train,
196,CC(C)(C)C1=CC(=CC=C2C=C(C(=O)C(=C2)C(C)(C)C)C(C)(C)C)C=C(C1=O)C(C)(C)C,train,
197,CC(=O)c1c(cc([N+](=O)[O-])n1[N+](=O)[O-])[N+](=O)[O-],train,
198,CC(=O)c1ccc2ccccc2c1,train,
199,N[C@@H](CCC(=O)NNc1ccccc1)C(=O)O,train,
200,Oc1ccc2ccccc2c1N=Nc3ccc(cc3Cl)[N+](=O)[O-],train,
201,CCCCCCCCCC[C@H]1CO1,train,
202,FC(F)OC(F)(F)C(F)Cl,train,
203,CCOP(=O)(CC)OCC,train,
204,CC(C)[C@@H]1CC[C@@H](C)CC1,train,
205,CC(Cl)Cl,train,
206,CC1OC(OC2C(O)C(O)C(CO)OC2OC34CCC5C6(C)CCCC(C)(C6CCC5(CC3=C)C4)C(=O)OC7OC(CO)C(O)C(O)C7O)C(O)C(O)C1O,train,
207,Oc1cc2c(ccc3ccc4cccc1c4c23)[N+](=O)[O-],train,
208,CC(=O)OCc1ccccc1[N+](=O)[O-],train,
209,CC[n+]1c2ccccc2nc3ccccc13,train,
210,OCCN(CCO)c1ccc(cc1)N=Nc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-],train,
211,CCOCN(C(=O)CCl)c1c(C)cccc1CC,train,
212,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(=O)C)C(=O)OCCCC,train,
213,Cc1cccc(N)c1N,train,
214,CC(=O)Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,train,
215,CCCCCCCCC(Cl)CCC(Cl)CC(Cl)C(Cl)C(Cl)CC(=O)OC,train,
216,CCN(CCCl)CCCNc1c2ccccc2nc3c(OC)cccc13,train,
217,C=CC(=O)NCNC(=O)C=C,train,
218,Cc1c(c2ccccc2c3ccc4ccccc4c13)[N+](=O)[O-],train,
219,CNc1ccc(cc1)C(=C2C=CC(=NC)C=C2)c3ccc(cc3)N(C)C,train,
220,C1CCNC1,train,
221,NC(=N)NNc1ccc(cc1)N=NC(=S)N,train,
222,CC(O)C1C2SC(=C(N2C1=O)C(=O)O)C3CCCO3,train,
223,C\C(=C/C=O)\Cl,train,
224,CC(=O)NNc1ccc(CO)cc1,train,
225,CN1CCN(CC1)C2=CC(=O)c3[nH]c(C)c4c5ccccc5nc4c3C2=O,train,
226,OC[C@H](Cl)CCl,train,
227,CO\C(=C/C(=O)O)\C(=O)C(=C)C,train,
228,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,train,
229,Cc1ccc(O)cc1,train,
230,COc1cc(C=O)ccc1O,train,
231,CC1=C(O)C(=O)C=CO1,train,
232,O=S1(=O)CCCC1,train,
233,Nc1ccccc1SCSc2ccccc2N,train,
234,CCCCCC(=O)OCC=C,train,
235,CN(C(=O)CCCCl)c1snc2ccccc12,train,
236,NCCCl,train,
237,CC(C)Cc1nccs1,train,
238,Sc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,train,
239,Cc1nccc2c3ccc(O)cc3[nH]c12,train,
240,CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,train,
241,OC1C2OC2c3c(ccc4ccc5c6ccccc6ccc5c34)C1O,train,
242,Oc1ccc2cc(ccc2c1N=Nc3ccccc3)S(=O)(=O)O,train,
243,Nc1ccc(Oc2cccc(Oc3ccc(N)cc3)c2)cc1,train,
244,CC(C)C(O)(C(C)O)C(=O)OCC1CCN2CCCC12,train,
245,[O-][N+](=O)c1ccccc1C#N,train,
246,CC(=O)CCOOCCC(=O)C,train,
247,S=C=Nc1cccc2ccccc12,train,
248,c1ccc2c(c1)ccc3[nH]c4ccc5ccccc5c4c23,train,
249,Cc1ccc2ccc3c4ccccc4cc5ccc1c2c35,train,
250,Nc1ccc2cc(cc(O)c2c1N=Nc3ccc(cc3S(=O)(=O)O)[N+](=O)[O-])S(=O)(=O)O,train,
251,Cn1cc(CC2(O)C(=O)CC3C(O)COC23O)c4ccccc14,train,
252,FC(Cl)(Cl)Cl,train,
253,ClCCSCCCl,train,
254,Cc1cc2c(nc(N)n2C)c3ncc(nc13)c4ccccc4,train,
255,C[C@]1(O)CC[C@@H]2[C@@H]3CC[C@H]4CC(=C(C[C@]4(C)[C@H]3CC[C@]12C)C=O)O,train,
256,c1ccc(cc1)c2cccc(c2)c3ccccc3,train,
257,CC(C)(C)OC(=O)N\N=C\C1=CN(O)c2ccccc2N1O,train,
258,[O-][N+](=O)c1cnc(s1)N2CCCC2=O,train,
259,Nc1nc2cc(O)ccc2[nH]1,train,
260,Nc1cccc(c1)[N+](=O)[O-],train,
261,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,train,
262,FC(F)(F)C(=O)C(F)(F)F,train,
263,COc1c2ccoc2nc3cc(O)ccc13,train,
264,CCN(CC)CCC[C@@H](C)Nc1cc(OC)cc2cccnc12,train,
265,Cc1ccc(cc1N=[N+]([O-])c2cc(ccc2C)[N+](=O)[O-])[N+](=O)[O-],train,
266,Clc1ccc(cc1Cl)N=Nc2ccc(Cl)c(Cl)c2,train,
267,CC(C)(C)c1ccc(cc1)c2ccc(cc2)N=O,train,
268,O=C(C1OC1c2ccccc2)c3ccc(cc3)c4ccccc4,train,
269,COc1c(OCC2OC2(C)C)ccc3c(OC)c4ccoc4nc13,train,
270,ClN1C2C1c3ccccc3c4ccccc24,train,
271,C[C@H]1C[C@H]2OC(=O)[C@H](C)[C@H]2C[C@@]3(C)[C@H](O)C[C@H](O)C[C@H]13,train,
272,COc1nsc2cc(OCC3CO3)ccc12,train,
273,OCC(CN=N#N)Cc1ccccc1,train,
274,Cc1ccc2ccc3ccccc3c2c1C,train,
275,N\C(=N/O)\c1ccccc1,train,
276,C[C@@]1(CO1)c2ccc(cc2)[N+](=O)[O-],train,
277,c1cc2ccc3cncc4ccc(c1)c2c34,train,
278,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,train,
279,Oc1ccc2ccccc2c1N=Nc3ccc4ccccc4c3S(=O)(=O)O,train,
280,Clc1ccc(cc1Cl)C(Cl)(Cl)Cl,train,
281,[O-][n+]1cccc2C3OC3C=Cc12,train,
282,CC(=O)OCc1ccc2ccc3cccc4ccc1c2c34,train,
283,COc1cc(OC)c2C3C(OC4OC34)Oc2c1,train,
284,[O-][N+](=O)c1ccc(s1)[C@@H]2NC(=O)c3ccccc3N2,train,
285,Cc1ccccc1O,train,
286,CC1C=C(C=O)C(=CC2(O)CC(C)(C)CC12)C=O,train,
287,ClC1=C(Cl)C(=O)N(N=C1)C(=O)c2ccccc2,train,
288,COc1ccc2[nH]c(N)nc2c1,train,
289,Oc1c(cc2c3cc(ccc3[nH]c2c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],train,
290,[O-][N+](=O)c1cc(NS(=O)(=O)c2cccc3cccnc23)ccc1Cl,train,
291,C[C@H](COc1ccccc1)N(CCCl)Cc2ccccc2,train,
292,Nc1ccc(CC(=O)O)cc1,train,
293,CC(=O)Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,train,
294,Cc1ccc(N)cc1N=Nc2cc(N)ccc2C,train,
295,C1CCC2C(C1)C=Cc3ccccc23,train,
296,O(P(Oc1ccccc1)Oc2ccccc2)c3ccccc3,train,
297,CCCCOC(=O)c1ccc(O)cc1,train,
298,CCN(CC)c1cc(NC(=O)C)c(cc1OC)N=Nc2c(Br)cc(cc2[N+](=O)[O-])[N+](=O)[O-],train,
299,OCc1ccc(O)cc1,train,
300,OC(=O)\C(=C(\C(Cl)Cl)/C(=O)O)\Cl,train,
301,CN(C)CC[C@@H](c1ccccc1)c2ccccn2,train,
302,CCOP(=S)(OCC)SCCl,train,
303,CC(=O)C1(C)OC12C=Cc3ccccc3C2=O,train,
304,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,train,
305,CC(=O)Nc1ccc(cc1)C(=O)\C=C\c2ccccc2,train,
306,CSCCC(N)C(=O)O,train,
307,O=CNc1ccccc1,train,
308,Cc1ccc(cc1C)[C@@](OC(=O)NC2CCCCC2)(C#C)c3ccccc3,train,
309,CC(C)CCOS(=O)(=O)C,train,
310,COC(=O)C(C)CN=N#N,train,
311,COC1=CC(=O)C[C@@H](C)[C@]12Oc3c(Cl)c(OC)cc(OC)c3C2=O,train,
312,OCCc1ccc(cc1)[N+](=O)[O-],train,
313,Cc1ccc(cc1)\C(=C\C=C\c2ccccc2[N+](=O)[O-])\C#N,train,
314,Cc1cc(N)c(C)c(c1N)[N+](=O)[O-],train,
315,C[N+](C)(C)CC1CO1,train,
316,Nc1ccc2c(no[n+]2[O-])n1,train,
317,ClCCNC(=O)N(CCCl)N=O,train,
318,OC1C=Cc2c(cc3ccc4c(O)ccc5ccc2c3c45)C1O,train,
319,Nc1ccc(Sc2ccc(cc2)[N+](=O)[O-])cc1,train,
320,O=C1C=Cc2c(ccc3c2ccc4ccccc34)C1=O,train,
321,CC(=O)c1cc(NC(=O)NC(C)(C)C)ccc1OCC(O)CNC(C)(C)C,train,
322,BrCc1ccc2c3ccccc3c4cccc1c24,train,
323,CCCCON(OC(=O)C)C(=O)c1ccc2ccccc2c1,train,
324,O[C@@H]1[C@@H]2O[C@@H]2c3c(ccc4c5cccc6cccc(c34)c56)[C@H]1O,train,
325,CCCCCC(=O)N,train,
326,ClC(CBr)CBr,train,
327,FC(=C(F)F)F,train,
328,[O-][N+](=O)c1ccc(cc1)C(=O)ON(OCc2ccccc2)C(=O)c3ccccc3,train,
329,CC(=O)OCC=C,train,
330,CN(CCCl)CCCl,train,
331,Oc1ccc(Cl)cc1,train,
332,OC1COC2(O)C1OC(=O)C2(O)Cc3c[nH]c4ccccc34,train,
333,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,train,
334,CC(C)[C@@H]1CC[C@H](C)[C@@H]2CC[C@H](C)C[C@@H]12,train,
335,C1CCCNCC1,train,
336,OCCNc1nc(nc2ccccc12)c3ccc(s3)[N+](=O)[O-],train,
337,Nc1ccc2c(ccc3c4ccccc4ccc23)c1,train,
338,CCCCOc1ccc(\C=N\c2ccc(CC)cc2)cc1,train,
339,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,train,
340,COc1cc(O)c2C(=O)c3cc(O)ccc3Oc2c1,train,
341,OS(=O)(=O)OCc1c2ccccc2cc3c1ccc4ccccc34,train,
342,CN(C)CCN1C=CN(C)C1\C=N\O,train,
343,CCCCOCCOCCOCc1cc2OCOc2cc1CCC,train,
344,Oc1cc2C(=O)c3ccccc3C(=O)c2c(O)c1C=O,train,
345,Cn1c(N)nc2cc(O)ccc12,train,
346,Clc1cccc2ncccc12,train,
347,NC(=O)NNC(=O)N,train,
348,c1ccc(nc1)c2cccnc2,train,
349,O[C@H](C=C)c1ccc2OCOc2c1,train,
350,CCC[C@@H](C)C[C@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@H](C)C[C@H](O)CCCC[C@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,train,
351,CC(C)CN,train,
352,Cc1cc(cc2ccccc12)[N+](=O)[O-],train,
353,[O-][N+](=O)c1cccc2nc3c(cccc3nc12)[N+](=O)[O-],train,
354,Fc1cnc2ccc3cccnc3c2c1,train,
355,NCCCCC(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCCN)C(=O)O,train,
356,Oc1cc2c3ccccc3ccc2c4ccccc14,train,
357,O=Nc1ccc2ccc3cc4ccccc4c5ccc1c2c35,train,
358,CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,train,
359,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],train,
360,CC(=O)Nc1ccc2C(=O)C(=O)c3cccc4ccc1c2c34,train,
361,Nc1ccc2C(=O)c3ccccc3C(=O)c2c1,train,
362,C[C@H](CCc1ccccc1)c2ccccc2,train,
363,CCCCCCC=O,train,
364,CC(=O)OCC(=O)[C@]1(CC[C@H]2[C@@H]3C[C@@H](F)C4=CC(=O)C(=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)Br)OC(=O)C,train,
365,COc1ccc(\C=C\c2ccc(N)cc2)cc1,train,
366,Cc1c(C)c2c(N)c3ccccc3nc2c4ccccc14,train,
367,[O-][N+](=O)c1ccc2snc(Cl)c2c1,train,
368,[O-][N+](=O)c1cccc2nc3cccc(c3nc12)[N+](=O)[O-],train,
369,ONS(=O)(=O)c1cccc2cccnc12,train,
370,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,train,
371,C=Cc1cccnc1,train,
372,CN1\C(=N\N)\Sc2ccccc12,train,
373,CC(=O)OC[C@H](O)CO,train,
374,CCCC(=O)\N=C\1/SN(C(=O)CCC)c2ccc(cc12)[N+](=O)[O-],train,
375,c1ccc(cc1)C(c2ccccc2)c3ccccc3,train,
376,Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],train,
377,CC(=O)c1ccncc1,train,
378,O[C@@H]1C=Cc2c(cc3ccc4c(ccc5ccc2c3c45)[N+](=O)[O-])[C@H]1O,train,
379,Nc1ccc(cc1)c2ccc(Cl)cc2,train,
