,smiles,split,indices
121,Oc1cc2ccccc2c3ccccc13,train,
122,[O-][N+](=O)c1ccc(cc1)c2nc3sccn3c2N=O,train,
123,N[C@@H](Cc1ccc(O)c(c1)[N+](=O)[O-])C(=O)O,train,
124,CC1=CC2OC3C(O)C(O)C(C)(C34CO4)C2(CO)C(O)C1=O,train,
125,CN(C)CCCN,train,
126,Sc1nc2ccccc2[nH]1,train,
127,CCCOC(=O)C(=C)C,train,
128,[O-][N+](=O)c1ccc2ccc3c(cccc3c2c1)[N+](=O)[O-],train,
129,Cc1ccc2nc3c(ccc4ccccc34)c(C)c2c1,train,
130,[O-][N+](=O)c1ccc2C=Cc3cccc1c23,train,
131,Cc1c(O)cc(cc1[N+](=O)[O-])[N+](=O)[O-],train,
132,Nc1ccc(cc1O)[N+](=O)[O-],train,
133,c1ccc2c(c1)c3cccc4ccc5cccc2c5c34,train,
134,C\C=C/C=O,train,
135,NCCCNCCCCN(CCCN)N(O)N=O,train,
136,Clc1ccc(CC[C@H]2CO2)cc1,train,
137,CC(C)(C)c1cc(Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,train,
138,CO\N=C(/C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)CSC(=O)c3occc3)\c4csc(N)n4,train,
139,Cc1cccc(c1C(O)O)[N+](=O)[O-],train,
140,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,train,
141,C[C@H](CS)[C@@H]1CC[C@@H](C)[C@H](S)C1,train,
142,CCC1(C(=O)NCNC1=O)c2ccccc2,train,
143,CNC(=O)O\N=C/C(C)(C)SC,train,
144,CC(=O)Nc1cnc2ccccc2c1,train,
145,Cc1nnc(O)nc1O,train,
146,CC(=O)OCc1ccc(cc1)N=Nc2ccc(COC(=O)C)cc2,train,
147,CCCCCCCCCCCCCCCCCCCCCCCCCCCCO,train,
148,Cc1ccc(cc1)C(=O)c2cc(O)c(O)c(c2)[N+](=O)[O-],train,
149,Fc1cnc2ccc3cccnc3c2c1,train,
150,CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,train,
151,[O-][N+](=O)c1ccc(Cl)c(c1)[N+](=O)[O-],train,
152,CC1(N(O)c2ccccc2/C/1=N\c3ccccc3)c4ccccc4,train,
153,Cc1ccc(O)c(O)c1,train,
154,CCCCCC(O)\C=C\C=O,train,
155,NC(Cc1ccccc1)C(=O)O,train,
156,CC(C)(c1ccccc1)c2ccc(O)cc2,train,
157,Cc1cccc(C)c1C,train,
158,CC1(C)C=C(C(=O)O)C(C)(C)N1O,train,
159,CC(Br)C(=O)Nc1ccccc1,train,
160,Oc1cccc2Cc3cc(ccc3c12)[N+](=O)[O-],train,
161,ClCCSCCCl,train,
162,CN(CCCC(O)c1cccnc1)N=O,train,
163,ClC1OC1CBr,train,
164,[O-][N+](=O)c1cccc2c1oc3ccccc23,train,
165,COC(=O)\C(=C\C=C\C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)\C)\C,train,
166,ONc1ccc(Cl)cc1,train,
167,OC1COC2(O)C1OC(=O)C2(O)Cc3c[nH]c4ccccc34,train,
168,CCCCCCCCOP(=O)(OCCCCCCCC)OCCCCCCCC,train,
169,CNC(=O)Oc1ccccc1OC(C)C,train,
170,COc1cc(NS(=O)(=O)C)ccc1Nc2c3ccc(cc3nc4c(C)cccc24)N=N#N,train,
171,Oc1ccc2cc(ccc2c1N=Nc3ccccc3)S(=O)(=O)O,train,
172,Clc1cc2c3ccccc3ccc2c4ccccc14,train,
173,[O-][N+](=O)c1ccc(\C=C\c2ccc(Cl)cc2)cc1,train,
174,Cc1cc(N)ccc1c2ccc(N)cc2C,train,
175,Cc1ccc(N=Nc2c(O)ccc3ccccc23)c(c1)S(=O)(=O)O,train,
176,CS(=O)(=O)OCCCCOS(=O)(=O)C,train,
177,NC1=NC(=O)N(C=C1I)C2CC(O)C(CO)O2,train,
178,CCC(=O)\C=C\C1C(=CCCC1(C)C)C,train,
179,O[C@H]1C=Cc2cc3c(cc2[C@@H]1O)c4cccc5cccc3c45,train,
180,CCCCCCCCCC(=O)O,train,
181,NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,train,
182,OC1C2OC2c3ccc4ncccc4c3C1O,train,
183,Oc1cc2C[C@@]3(O)COc4c(O)c(O)ccc4[C@@H]3c2cc1O,train,
184,CSCCC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)NC(CC(=O)O)C(=O)NC(Cc3ccccc3)C(=O)N,train,
185,O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,train,
186,Nc1[nH]cnc2ncnc12,train,
187,Nc1ccc(cc1O)c2ccc(N)c(O)c2,train,
188,O1C2C3OC3c4ncccc4C12,train,
189,[O-][N+](=O)c1ccc2ccc3ccccc3c2c1,train,
190,CCOc1ccc2nc(N)sc2c1,train,
191,CCN1CCOCC1,train,
192,O=NN(Cc1ccccc1)Cc2ccccc2,train,
193,O=C1c2ccccc2C(=O)c3c1ccc4c3[nH]c5c6C(=O)c7ccccc7C(=O)c6c8[nH]c9c%10C(=O)c%11ccccc%11C(=O)c%10ccc9c8c45,train,
194,CCCC[C@@H](CC)C=O,train,
195,CC1CN(\N=C\c2oc(cc2)[N+](=O)[O-])C(=O)N1,train,
196,Cc1ccc(C=O)cc1,train,
197,C1COCCO1,train,
198,C1CN(CCO1)SSN2CCOCC2,train,
199,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,train,
200,CN1C(CCC1=O)c2cccnc2,train,
201,CC(=O)Nc1ccc(Oc2ccc(cc2)N(O)C=O)cc1,train,
202,CC(=C)C#N,train,
203,CCCOS(=O)(=O)C,train,
204,Nc1ccc2c(Cc3cc(N)ccc23)c1,train,
205,CC[n+]1c(c2ccccc2)c3cc(N)ccc3c4ccc(N)cc14,train,
206,CSCCC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,train,
207,CCOc1ccc(cc1)[N+](=O)[O-],train,
208,COc1c(C(=O)O)c(O)nc2ccccc12,train,
209,CCC(CC)c1cccc(OC(=O)N(C)N=O)c1,train,
210,COP(=O)(O)O,train,
211,CN(C)c1ccc(cc1)C(=C2C=CC(=N)C=C2)c3ccc(cc3)N(C)C,train,
212,CC(=O)Nc1ccc2c(Cc3cc(O)ccc23)c1,train,
213,CC1C(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC(=O)C1=C)C23,train,
214,OS(=O)(=O)ONNCCc1ccccc1,train,
215,COc1nc2cccc(CBr)c2nc1OC,train,
216,Cc1c(O)cc2C(=O)c3ccccc3C(=O)c2c1O,train,
217,CC[C@@H](C)N,train,
218,CCCC[C@@H]1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,train,
219,CCN(CC)C(=S)SC1OC(CO)C(O)C(O)C1O,train,
220,Cc1cc2ccccc2c3ccc4C(=O)CCc4c13,train,
221,CCOc1ccccc1C(=O)N,train,
222,O=C1NS(=O)(=O)c2ccccc12,train,
223,NCCS,train,
224,C[C@@H]1CCc2c1ccc3c2ccc4ccccc34,train,
225,COC(=O)Nc1nc2cc(OS(=O)(=O)c3ccc(F)cc3)ccc2[nH]1,train,
226,C1C=Cc2c1ccc3c2ccc4ccccc34,train,
227,ClC[C@H]1CO1,train,
228,CNc1nc2c3cccnc3ccc2n1C,train,
229,CN(Cc1ccccc1)C(=O)CBr,train,
230,CCN(CCCl)CCCNc1c2ccc(Cl)cc2nc3ccc(OC)cc13,train,
231,Nc1ccc(cc1)[N+](=O)[O-],train,
232,CN1CCC=C2C1CCc3sc(N)nc23,train,
233,Oc1ccc(Cc2ccccc2O)cc1,train,
234,OC(CN=N#N)Cn1cnc2c(Cl)ncnc12,train,
235,CCN(CCO)N=O,train,
236,Nc1cccc2cc3ccccc3cc12,train,
237,C[C@@H](O)CN,train,
238,Cc1cc(ccc1N)c2ccc(N)c(C)c2,train,
239,NNc1ccccc1[N+](=O)[O-],train,
240,CC(=O)OCc1c(O)cc2C(=O)c3ccccc3C(=O)c2c1O,train,
241,CCN(CCCl)CCCNc1c2ccc(Cl)cc2nc3ccc(OC)nc13,train,
242,Cc1ccc(O)cc1,train,
243,CNCCCN1c2ccccc2CCc3ccccc13,train,
244,CCCCCCN(N=O)C(=N)N[N+](=O)[O-],train,
245,[O-][N+](=O)c1ccc2ccc3c4c(ccc1c24)c5ccccc5[n+]3[O-],train,
246,COc1ccc(c2c(NCCCN(C)C)c3ccccc3nc12)[N+](=O)[O-],train,
247,Cc1cc2C(=O)CCc2c3ccc4ccccc4c13,train,
248,CC(=O)c1ccc2ccccc2c1,train,
249,Cc1cccc2nc(O)c(O)nc12,train,
250,Cn1cnc(c1c2ccccc2)[N+](=O)[O-],train,
251,Cc1cc2ncccc2c3ncn(C)c13,train,
252,Nc1nc(nc2c1ncn2C3OC(CO)C(O)C3O)c4ccc(cc4)[N+](=O)[O-],train,
253,[O-][N+](=O)c1ccc2c3ccccc3cc(c2c1)[N+](=O)[O-],train,
254,OC(=O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,train,
255,NC(CSC(F)(F)C(Br)Br)C(=O)O,train,
256,Nc1cccc2C(=O)c3ccccc3C(=O)c12,train,
257,CC(C)(C)C(Br)C(=O)Nc1ccccc1,train,
258,Oc1ccc(OP2(NP(NP(N2)(Oc3ccc(O)cc3)Oc4ccc(O)cc4)(Oc5ccc(O)cc5)Oc6ccc(O)cc6)Oc7ccc(O)cc7)cc1,train,
259,Nc1nc(cs1)c2ccccc2,train,
260,CCCC[C@@H](CC)COC(=O)\C=C\c1ccc(OC)cc1,train,
261,Cc1ccc2cc3ccc4cccc5ccc(c2c1)c3c45,train,
262,O\N=C\c1ccncc1,train,
263,CC(=O)\N=C\1/SN(C(=O)C)c2ccc(cc12)[N+](=O)[O-],train,
264,OC(=O)c1ccc(cc1)C(=O)O,train,
265,CN(N=O)C(=O)N,train,
266,CC(C)(C)[N+](=O)[O-],train,
267,CC(=O)NNc1ccc(CO)cc1,train,
268,O[C@@H]1C[C@@](O)(C[C@H](O)[C@H]1O)C(=O)O,train,
269,S=P(N1CC1)(N2CC2)N3CC3,train,
270,O=C(OC\C=C\c1ccccc1)\C=C\c2ccccc2,train,
271,Cc1cc(c(C)cc1O)C2(OS(=O)(=O)c3ccccc23)c4cc(C)c(O)cc4C,train,
272,[O-][N+](=O)c1ccc2c(OC(=O)c3ccccc23)c1,train,
273,OC(=O)CSc1ccc2c3ccccc3C(=O)c4cccc1c24,train,
274,Cc1cc(ccc1N=Nc2c(O)c3c(N)cc(cc3cc2S(=O)(=O)O)S(=O)(=O)O)c4ccc(N=Nc5c(O)c6c(N)cc(cc6cc5S(=O)(=O)O)S(=O)(=O)O)c(C)c4,train,
275,Oc1ccc(CC=C)cc1O,train,
276,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,train,
277,C[C@@H](CN1c2ccccc2Sc3ccccc13)N(C)C,train,
278,Cc1cc(N)c(cc1Cl)S(=O)(=O)O,train,
279,[O-][N+](=O)c1ccccc1CBr,train,
280,[O-][N+](=O)c1ccc(Br)cc1,train,
281,CN1c2ccccc2C(=O)c3c(O)cc4O[C@H](Cc4c13)C(=C)C,train,
282,Oc1ccccc1O,train,
283,CCN(N=O)C(=O)N(C)C,train,
284,Cc1ccc(C)c(O)c1,train,
285,Cc1c(cccc1N=C=O)N=C=O,train,
286,OC1C(O)C(OC1COP(=O)(O)O)n2cnc3c(O)ncnc23,train,
287,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,train,
288,CCOC[C@@H](O)COc1ccc(NC(=O)CC[S+](C)C)cc1,train,
289,CCOC(OCC)\C=C(\C)/CCC=C(C)C,train,
290,[O-][N+](=O)c1oc2c(c1)cc3ccc4cccc5ccc2c3c45,train,
291,C[n+]1ccc(cc1)c2cc[n+](C)cc2,train,
292,CC(N(CC1(O)CCC(O)C(O)C1O)N=O)C(=O)O,train,
293,ONC(=O)CNC(=O)c1ccccc1,train,
294,Nc1nc(N)nc(n1)c2oc(cc2)[N+](=O)[O-],train,
295,Clc1c2ccccc2cc3c1ccc4ccccc34,train,
296,CC(C)[C@@H]1NC(=O)[C@@H](NC(=O)C2=C(N)C(=O)C(=C3Oc4c(C)ccc(C(=O)N[C@H]5[C@@H](C)OC(=O)[C@@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]6CCCN6C(=O)[C@@H](NC5=O)C(C)C)c4N=C23)C)[C@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]7CCCN7C1=O,train,
297,NCCNCCNCCNCCNCCN,train,
298,C1Cc2ccc3cccnc3c2C4OC14,train,
299,OS(=O)(=O)c1ccccc1,train,
300,O=C1c2ccccc2c3ccc4C(=O)c5ccccc5c6ccc1c3c46,train,
301,O=C(C1OC1c2ccc(cc2)c3ccccc3)c4ccccc4,train,
302,CCc1c2ccccc2c(C)c3c1ccc4ccccc34,train,
303,O1C2C1c3ccccc3c4ccccc24,train,
304,Cc1ccc2c(C)c3ccccc3c(C)c2c1,train,
305,COc1cc2O[C@H]3OC=C[C@H]3c2c4OC(=O)C5=C(CCC5=O)c14,train,
306,O=Nc1ccc(Nc2ccccc2)cc1,train,
307,CN(C)c1ccc2c(ccc(\C=C\c3cc(C)n(c3C)c4ccccc4)[n+]2C)c1,train,
308,CNC1C(O)C(CCC1(C)O)OC2C(O)C(OC3CC(CN)C(O)C(O)C3O)C(N)CC2NC(=O)C(O)CN,train,
309,CCCCCCCCCCCCCCCC[C@H]1CO1,train,
310,CCCCOCC(=O)O,train,
311,OCc1ccccc1[N+](=O)[O-],train,
312,Cn1cnc2c(N)ncnc12,train,
313,CC(C)COC(=O)C(=C)C,train,
314,[O-][N+](=O)c1cccc2c(cccc12)C#N,train,
315,CN(C)CCNC(=O)c1cccc2oc(nc12)c3ccccc3,train,
316,CCc1ccc2C(=O)c3ccccc3C(=O)c2c1[N+](=O)[O-],train,
317,COc1ccc(cc1)C(O)C=C,train,
318,CCCC[C@@H](CC)COC(=O)C=C,train,
319,Nc1ccc(cc1)c2ccc(N)cc2,train,
320,Oc1ccc(O)c(O)c1,train,
321,CC(=O)c1cc(NC(=O)Nc2ccc(OCC(O)CNC(C)(C)C)c(c2)C(=O)C)ccc1OCC(O)CNC(C)(C)C,train,
322,Cc1c(C)c2c3C4OC4C(O)C(O)c3ccc2c5ccccc15,train,
323,COP(=S)(OC)Oc1ccc(cc1)[N+](=O)[O-],train,
324,OCC(Cl)(Cl)Cl,train,
325,C\C=C/1\CC(=C)[C@](O)(CO)C(=O)OCC2=CCN3CC[C@H](OC1=O)[C@@H]23,train,
326,CCCCCCC(C\C=C\CCCCCCCC(=O)OC)OC(=O)C,train,
327,C[C@]12CC[C@H](C1)C(C)(C)C2=O,train,
328,Brc1ccc(cc1)C(=O)\C=C\c2ccccc2,train,
329,CC(C)CCNc1snc2ccccc12,train,
330,Cc1ccc2c(ccc3[nH]c4ccc5ccccc5c4c23)c1,train,
331,CC(C)OS(=O)(=O)C,train,
332,OCc1cc2c3ccccc3cc4ccc5cccc1c5c24,train,
333,C\C\1=C\CCC(=C)[C@@H]2CC(C)(C)[C@@H]2CC1,train,
334,NC1=C(Cl)C(=O)N(N=C1)c2ccccc2,train,
335,Oc1cc(Cl)ccc1Cl,train,
336,C1CCC(CC1)N=C=NC2CCCCC2,train,
337,[O-][N+](=O)\C=C\c1oc(cc1)[N+](=O)[O-],train,
338,CNC(=O)\C=C\c1oc(cc1)[N+](=O)[O-],train,
339,Fc1ccc(F)c2c1ccc3ncccc23,train,
340,CC(C)(c1ccc(OCC(O)CO)cc1)c2ccc(OCC(O)CO)cc2,train,
341,CN(C)CCNC(=O)c1cccc2nc3ccccc3nc12,train,
342,Fc1ccc2ncccc2c1F,train,
343,[O-][N+](=O)c1ccc(cc1)n2nc(n[n+]2c3ccc(I)cc3)c4ccccc4,train,
344,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,train,
345,CC(C)CC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O,train,
346,COC1=C(OC)C(=O)C(=CC1=O)C,train,
347,BrCCC(=O)N1CCN(CC1)C(=O)CCBr,train,
348,Cc1cc2nc(C)c(C)nc2c3nc(N)n(C)c13,train,
349,[O-][N+](=O)c1ccc(CN2C3C2c4ccccc4c5ccccc35)cc1,train,
350,CC(=O)Nc1ccc(Oc2ccc(cc2)N(O)C(=O)C)cc1,train,
351,C[C@@H](N)[C@@H](O)c1ccccc1,train,
352,Oc1ccc(cc1)c2ccc(O)cc2,train,
353,O1C2C1c3cc4ccccc4cc3c5ccccc25,train,
354,Fc1cccc2c1ccc3ncccc23,train,
355,Nc1ccc(Sc2ccccc2)cc1,train,
356,CC(=O)c1oc(c(Cl)c1Cl)[N+](=O)[O-],train,
357,ClC(=C1CC(=O)NC1=O)Cl,train,
358,c1cc2ccc3cccc4ncc(c1)c2c34,train,
359,ClCCNC(=O)N(CCCl)N=O,train,
360,CC(C)Cc1nccs1,train,
361,O=C(ON(OCc1ccccc1)C(=O)c2ccccc2)c3ccccc3,train,
362,CC(C)NCC(O)c1ccc(O)c(O)c1,train,
363,CCN=C=S,train,
364,CCCCN(CCO)CCCC,train,
365,[O-][n+]1cccc2ccccc12,train,
366,O=C1N(SC2CCCCC2)C(=O)c3ccccc13,train,
367,C\C=C(/Cl)\C1=CC(=O)C23CC2C(C)(C)OC3(O)C1=O,train,
368,Brc1cc(Br)c(c(Br)c1)c2c(Br)cc(Br)cc2Br,train,
369,Cc1c2ccncc2c(C)c3c4ccccc4[nH]c13,train,
370,C\C=C/1\CC(=C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@H](OC1=O)[C@@H]23,train,
371,[O-][N+](=O)c1cccc(I)c1,train,
372,[O-][N+](=O)c1ccc2ccc3c4C=CCCc4cc5ccc1c2c35,train,
373,Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,train,
374,[O-][N+](=O)c1ccc2[nH]cnc2c1,train,
375,CNC(=N)N[N+](=O)[O-],train,
376,COP(=O)OC,train,
377,c1ccc2c(c1)ccc3cc4ccc5ccccc5c4nc23,train,
378,NCC(=O)O,train,
379,CC(=O)NNc1ccccc1,train,
380,[O-][N+](=O)c1cccc(Cl)c1Cl,train,
381,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,train,
382,CCC1(OC1(C(=O)N)C(=O)OC)C(C)O,train,
383,ClC\C=C/Cl,train,
384,OC(=O)C1Cc2c([nH]c3ccccc23)C(Cc4ccccc4O)N1,train,
