,smiles,split,indices
29,CCCC(=O)OCc1cccc(c1)[N+](=O)[O-],train,
30,Cc1ccc2cc3c(ccc4ccccc34)c5[C@@H](O)Cc1c25,train,
31,[O-][N+](=O)c1ccccc1Cl,train,
32,Brc1c2ccccc2cc3c1ccc4ccccc34,train,
33,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,train,
34,O=Nc1[nH]cnc1c2ccccc2,train,
35,CN(C)C(=S)N(C)C,train,
36,Brc1ccc2C3CCCCC3C4OC4c2c1,train,
37,CCCCCC\C=C/CCCCCCOC(=O)C,train,
38,Cc1cc(c(N)c(N=Nc2ccc(cc2C)c3ccc(N=Nc4ccc(O)c(c4)C(=O)O)c(C)c3)c1N)S(=O)(=O)O,train,
39,CC(=O)Nc1nc2c3cccnc3ccc2n1C,train,
40,O=C1C(C(=O)c2ccccc12)c3ccc4ccccc4n3,train,
41,C1O[C@@H]1c2ccc(cc2)c3ccccc3,train,
42,CC1=C(COC(=O)C2N3C(SC2(C)C)C(NC(=O)C(N)c4ccccc4)C3=O)OC(=O)O1,train,
43,[O-][N+](=O)c1ccc(cc1)C(=O)OC[C@H]2CO2,train,
44,OC1C2OC2c3c(ccc4c5ccccc5c6ccccc6c34)C1O,train,
45,COc1ccc(NC(=O)c2csc(c2)[N+](=O)[O-])cc1,train,
46,CC1(C)C[C@H]2C=C(CO)[C@]3(C[C@@]3(C)[C@@H]2C1)C=O,train,
47,CC(=O)OC1COC(Nc2ccc(cc2)C(=O)O)C(OC(=O)C)C1OC(=O)C,train,
48,Fc1cccc2c1ccc3cccnc23,train,
49,CC[n+]1c(c2ccccc2)c3cc(N)ccc3c4ccc(N)cc14,train,
50,CCON(OC(=O)C)C(=O)c1ccccc1,train,
51,COc1cc(ccc1[N+](=O)[O-])N=Nc2ccccc2,train,
52,C1CN2CCN1CC2,train,
53,OC(=O)C[C@H]([C@H](CC(=O)O)C(=O)O)C(=O)O,train,
54,[O-][N+](=O)c1oc2cc(ccc2c1)N(CCCl)CCCl,train,
55,ClC(Cl)(Cl)C#N,train,
56,c1ccc2c(c1)ccc3cccnc23,train,
57,CC(=O)Oc1ccccc1C(=O)Oc2ccccc2C(=O)O,train,
58,Cc1c(C)c2c3C4OC4C(O)C(O)c3ccc2c5ccccc15,train,
59,Nc1cc2[nH]c3ccccc3c2cc1[N+](=O)[O-],train,
60,O=C\C=C/c1occc1,train,
61,Brc1ccc(cc1)c2ccccc2,train,
62,CC(=C)c1ccc(C)c2ccc(C=O)c2c1,train,
63,Cc1cccc(N=Nc2c(O)ccc3ccccc23)c1C,train,
64,Fc1ccc(F)c2ncccc12,train,
65,CC(C)(O)C1Cc2cc3C=CC(=O)Oc3cc2O1,train,
66,CCCC(=O)O,train,
67,ClC(=C)C=C,train,
68,COc1cc(N[C@H](C)CCCN)c2ncccc2c1,train,
69,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(=O)C)C(=O)OCCCC,train,
70,C1=Cc2c3ccccc3cc4cc5ccccc5c1c24,train,
71,ClC1=C(Cl)C(=O)N(N=C1)S(=O)(=O)c2ccccc2,train,
72,CC(C)O,train,
73,OC(=O)c1cc(cc2cccnc12)[N+](=O)[O-],train,
74,Cc1c(C)c2c(ccc3ccccc23)c4CCC(=O)c14,train,
75,CC\C=C\C\C=C\C\C=C\CCCCCCCC(=O)O,train,
76,CC(=O)ON(OCc1ccc(Cl)cc1)C(=O)c2ccccc2,train,
77,OC(=O)\C=C/C(=O)O,train,
78,CCCCCCCC(=O)Cl,train,
79,OC[C@H]1O[C@@H](Oc2cccc3C(=O)c4cccc(O)c4C(=O)c23)[C@H](O)[C@@H](O)[C@@H]1O,train,
80,Cc1ccc(cc1)[N+](=O)[O-],train,
81,CC(C)(c1ccc(OCC(O)CO)cc1)c2ccc(OCC(O)CO)cc2,train,
82,CC(=O)N\N=C\C1=CN(O)c2ccccc2N1O,train,
83,CC1=CC(=O)C=C2CCC3C4CCC(=O)C4(C)CCC3C12C,train,
84,O\N=C\c1cccc[n+]1CCOCC#C,train,
85,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,train,
86,CCOP(=S)(OCC)S[C@@H]1OCCO[C@H]1SP(=S)(OCC)OCC,train,
87,CC1CC2C(Cc3cn(CC=C)c4cccc2c34)N(C1)C#N,train,
88,COc1ccc2cc3N(C)CCc4cc(OC)c(OC)c(c2c1)c34,train,
89,COc1cccc2c1cc(c3c(cc4OCOc4c23)C(=O)O)[N+](=O)[O-],train,
90,c1ccc2c(c1)ccc3ncccc23,train,
91,C(N1C2C1c3ccccc3c4ccccc24)c5ccccc5,train,
92,CC1OC(OC2C(O)C(O)C(CO)OC2OC34CCC5C6(C)CCCC(C)(C6CCC5(CC3=C)C4)C(=O)OC7OC(CO)C(O)C(O)C7O)C(O)C(O)C1O,train,
93,C[n+]1cccc(c1)C(=O)O,train,
94,O1[C@@H]2C=Cc3c(ccc4c5C=Cc6cccc(cc34)c56)[C@H]12,train,
95,CCSC(=O)N1CCCCCC1,train,
96,Oc1ccc(c(c1)[N+](=O)[O-])[N+](=O)[O-],train,
97,Cc1c2C3OC3c4ccccc4c2cc5ccccc15,train,
98,O=C1Oc2cc3occc3cc2C=C1,train,
99,COC(C)(C)C,train,
100,CC(O)Cc1cc(N)cc(c1N)[N+](=O)[O-],train,
101,Oc1c(Br)cc(cc1Br)C2(OS(=O)(=O)c3ccccc23)c4cc(Br)c(O)c(Br)c4,train,
102,COC(=O)c1oc(NOC(=O)C)c(c2ccccc2)c1c3ccccc3,train,
103,O=CCCCC=O,train,
104,Cc1cc2cccc3ccc4cc5ccccc5c1c4c23,train,
105,Cc1cccc(OC[C@@H](O)CNC(C)(C)C)c1C,train,
106,CC1COc2c3N1C=C(C(=O)O)C(=O)c3cc(F)c2C4(N)CC4,train,
107,COc1cc(OC)c2nc3occc3c(OC)c2c1,train,
108,CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN(CCF)c3c2F)C(=O)O,train,
109,CN1CC(=C[C@@H]2[C@H]1Cc3cn(CC=C)c4cccc2c34)CO,train,
110,COc1cc(O)c2C(=O)c3c(OC)cc4OC5OCCC5c4c3Oc2c1OC,train,
111,[O-][N+](=O)c1cnc(NC(=O)NCCCl)s1,train,
112,ClC(=C)C#N,train,
113,Cc1ccccc1C,train,
114,Nc1ccc(N)c2C(=O)c3ccccc3C(=O)c12,train,
115,CCC=O,train,
116,OC1C=Cc2c(C1O)c3ccccc3c4cc5ccccc5cc24,train,
117,COC(=O)c1occ(c2ccccc2)c1c3ccccc3,train,
118,NC(=N)c1ccc(cc1)c2cc3ccc(cc3[nH]2)C(=N)N,train,
119,COC1=CC(=O)C=CC1=O,train,
120,CCN1CCN=N1,train,
121,[O-][N+](=O)c1cc(cs1)C(=O)Nc2ccc(F)cc2,train,
122,CN(C)CCNC(=O)c1cccc2C(=O)c3ccccc3Sc12,train,
123,CC(=O)Nc1nc(NC(=O)C)nc(n1)c2oc(cc2)[N+](=O)[O-],train,
124,CC(=O)OCc1ccc2OCOc2c1,train,
125,NNc1ccccc1,train,
126,[O-][N+](=O)c1cccc(CBr)c1,train,
127,Oc1ccc2ncccc2c1,train,
128,C[C@@H](N)[C@@H](O)c1ccccc1,train,
129,Cc1ccc2cc3c4[C@H](O)[C@H](O)C=Cc4ccc3c5CCc1c25,train,
130,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,train,
131,CCOCCOCCOCC,train,
132,CC1(C)CC(C(=O)O)C(C)(C)N1O,train,
133,Nc1[nH]ccc2nc3ccccc3c12,train,
134,CC(C)(Cl)Cl,train,
135,CC1=CC(=O)C=C(C)C1=O,train,
136,Oc1c(Br)cc(Br)cc1Br,train,
137,Cc1cc(N)c(C)c2c3cc(O)ccc3[nH]c12,train,
138,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,train,
139,CC(=O)OCN(CCCCl)N=O,train,
140,CC(C)(C)NCC(O)COc1ccccc1C2CCCC2,train,
141,C\C=C\c1ccc2OCOc2c1,train,
142,Cc1cc(cc2ccccc12)[N+](=O)[O-],train,
143,CC(=O)c1ccc2ccccc2c1,train,
144,COc1cc(N)ccc1NC(=O)C,train,
145,Cc1ccc2c(cccc2c1)[N+](=O)[O-],train,
146,CNC(=O)\C=C(/C)\OP(=O)(OC)OC,train,
147,[O-][N+](=O)c1ccc(s1)c2csc(NC=O)n2,train,
148,OCCOc1cc(O)c2C(=O)C(=C(Oc2c1)c3ccc(OCCO)c(OCCO)c3)O,train,
149,O[C@@H]1C=Cc2c(ccc3c2ccc4ccc(O)cc34)[C@H]1O,train,
150,CCC(CCC=C)C=O,train,
151,CC(=O)OCc1cccc(c1)[N+](=O)[O-],train,
152,CC\C=C\C=C\C=C\C=C\C=C\OCC(O)CO,train,
153,BrC(C(=O)NCc1ccccc1)c2ccccc2,train,
154,CCOCC(=O)O,train,
155,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,train,
156,CCCn1cc2CC3C(C=C(C)CN3C)c4cccc1c24,train,
157,Clc1ccc(cc1)S(=O)(=O)c2ccc(Cl)cc2,train,
158,C\C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C)\C=C\C=C(/C)\C=C\C2=C(C)CCCC2(C)C,train,
159,Nc1nc(O)nc2c1ncn2C3CC(O)C(CO)O3,train,
160,C\C=C/1\C[C@H](C)[C@@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@H]23,train,
161,OCc1ccc(Br)cc1,train,
162,CCCCCCCCCCCCN(C)N=O,train,
163,Oc1ccc2ccccc2c1N=Nc3ccc(cc3)S(=O)(=O)O,train,
164,CCc1cccc(C)c1N,train,
165,[O-][N+](=O)c1cccc2c1c(cc3cccc(c23)[N+](=O)[O-])[N+](=O)[O-],train,
166,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,train,
167,Nc1nc(O)nc2c1ncn2C3OC(CO)C(O)C3O,train,
168,[O-][N+](=O)c1cc(c2[nH]c3cnc(cc3c2c1)[N+](=O)[O-])[N+](=O)[O-],train,
169,CN(C)CCOC(c1ccccc1)c2ccccc2,train,
170,O=C(ON(OCc1ccccc1)C(=O)c2ccccc2)c3ccc(cc3)C#N,train,
171,CN(C)c1ccc(cc1)N=Nc2ccccc2C(=O)O,train,
172,CCC1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O,train,
173,Oc1cc2C(=O)c3ccccc3C(=O)c2c(O)c1O,train,
174,CCCNC(=O)\C=C\c1oc(cc1)[N+](=O)[O-],train,
175,C[n+]1ccc(cc1)c2cc[n+](C)cc2,train,
176,[O-][N+](=O)c1cc(c2c3ccccc3c4cccc5ccc1c2c45)[N+](=O)[O-],train,
177,[O-][N+](=O)c1cccc2cc(c3ccccc3c12)[N+](=O)[O-],train,
178,Oc1cnc2ccccc2c1,train,
179,COC1(CCCC1)OC2CCC3C4CCC5CC6SC6CC5(C)C4CCC23C,train,
180,Cc1ccc2cc3ccccc3cc2c1,train,
181,Cc1c2ccccc2cc3ccc4ccccc4c13,train,
182,COC(=O)Nc1nc2ccccc2[nH]1,train,
183,CC1CC2(C)C(CCC3C4CCC(O)C4(C)CCC23)CC1=O,train,
184,CN1CCc2cc3OCOc3c4c5ccccc5CC1c24,train,
185,OC(Nc1snc2ccccc12)C(Cl)(Cl)Cl,train,
186,Oc1c(Sc2cc(Cl)cc(c2O)[N+](=O)[O-])cc(Cl)cc1[N+](=O)[O-],train,
187,CSCCl,train,
188,[O-][N+](=O)c1oc(\C=N\N2C(=O)C=C(C=C2c3ccccc3)c4ccccc4)cc1,train,
189,COc1cc2OC3OC=CC3c2c4OC(=O)C5=C(C(O)CC5=O)c14,train,
190,CC[C@H](CO)NCCN[C@H](CC)CO,train,
191,NCCc1c[nH]c2ccccc12,train,
192,COC1=CC(=O)c2c(nc(C)c3c4CCCCc4[nH]c23)C1=O,train,
193,OCC(O)C(O)C(O)C1SCCN1N=O,train,
194,[O-][N+](=O)c1ccc2CCNc2c1,train,
195,Cc1cnc2c(cc(C)c3c2nc(N)n3C)n1,train,
196,Nc1nc(Cl)cc(Cl)n1,train,
197,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,train,
198,Cc1ccc(cc1)[N+]#N,train,
199,CC(CCNC(=O)OCCOC(=O)C(=C)C)CC(C)(C)CNC(=O)OCCOC(=O)C(=C)C,train,
200,CC(=C)C=C,train,
201,CC(=O)OCCOCCOCCOC(=O)C,train,
202,CC(CC=O)c1ccc(cc1)C(C)(C)C,train,
203,OC(=O)CC(O)(CC(=O)O)C(=O)O,train,
204,Oc1cc2ccc3cc4ccccc4c5ccc(c1)c2c35,train,
205,[O-][N+](=O)c1ccc(\C=C\C=C\C=O)cc1,train,
206,CCCN(CCCC(=O)O)N=O,train,
207,Nc1cccc2cccnc12,train,
208,Nc1ccc(Nc2c3ccccc3nc4ccccc24)cc1,train,
209,COc1c(OCC2OC2(C)C)ccc3c(OC)c4ccoc4nc13,train,
210,[O-][n+]1cc2cccnc2cn1,train,
211,CCOc1cccc(c1)[N+](=O)[O-],train,
212,CSCCC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O,train,
213,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](COP(=O)(O)O[C@@H]3[C@@H](CO)O[C@H]([C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,train,
214,Cc1cc(C)cc(C)c1,train,
215,Cc1cc(C)c2nsnc2c1[N+](=O)[O-],train,
216,CN(N=O)C(=O)C,train,
217,CCCCOCC=O,train,
218,Clc1ccc(Cl)c(Cl)c1,train,
219,CC(=O)Nc1nc(\C=C/c2oc(cc2)[N+](=O)[O-])cs1,train,
220,NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O,train,
221,CS(=O)(=O)OC1CN(C1)C(c2ccccc2)c3ccccc3,train,
222,Nc1ccc2nc3ccccc3c(N)c2c1,train,
223,[O-][N+](=O)C(Cl)Cl,train,
224,CC(=O)c1cc(NC(=O)NC(C)(C)C)ccc1OCC(O)CNC(C)(C)C,train,
225,ClCc1cccc2cc3ccc4cccc5ccc(c12)c3c45,train,
226,[O-][N+](=O)c1cccc(C=O)c1,train,
227,Nc1cc2c3ccccc3ccc2c4ccccc14,train,
228,CC(C)(C)OC(=O)N\N=C\C1=CN(O)c2ccccc2N1O,train,
229,[O-][N+](=O)c1ccc2c(cc3c(cccc3c2c1)[N+](=O)[O-])[N+](=O)[O-],train,
230,BrCC(Br)C=O,train,
231,OCc1ccccc1[N+](=O)[O-],train,
232,C[C@@H]1CC[C@H]2[C@@H](C)[C@H]3[C@@H](C[C@H]4[C@H]5CC=C6C[C@H](CC[C@]6(C)[C@@H]5CC[C@]34C)O[C@@H]7O[C@H](CO)[C@@H](O[C@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O[C@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O)[C@H](O)[C@H]7O)N2C1,train,
233,CC(C)CON=O,train,
234,OC1COC(NCCc2c[nH]c3ccccc23)C(O)C1O,train,
235,Cc1ccc(NC(=O)CBr)cc1,train,
236,CC1OC(OC2C(O)C(O)C(CO)OC2OC3C(O)C(O)C(OC3OC4CCC5(C)C(CCC6(C)C5CC=C7C8CC(C)(C)CC(O)C8(C)CCC67C)C4(C)CO)C(=O)O)C(O)C(O)C1O,train,
237,OC(=O)Cc1cccc(c1)[N+](=O)[O-],train,
238,CCOP(=O)(OCC)Oc1ccc(cc1)[N+](=O)[O-],train,
239,NC(=O)c1ccccc1C(=O)N,train,
240,CC(=O)Nc1cc2Cc3ccccc3c2cc1OC(=O)C,train,
241,NC(CSC(F)(F)C(F)Cl)C(=O)O,train,
242,Nc1nc2cc(ccc2[nH]1)C#N,train,
243,COc1nncc2ccncc12,train,
244,Cc1cccc(C)c1[N+](=O)[O-],train,
245,OC(=O)[C@@H]1CSCN1,train,
246,C(CC[C@H]1CO1)C[C@H]2CO2,train,
247,O=C1C=Cc2c(ccc3cc4ccccc4cc23)C1=O,train,
248,Cc1ccccc1c2oc3ccccc3n2,train,
249,COS(=O)(=O)OC,train,
250,CN(C)c1ccc(cc1)N=Nc2cccc(CCl)c2,train,
251,Cc1cn2c(N=O)c(nc2s1)c3ccc(cc3)[N+](=O)[O-],train,
252,COC(=O)C1=C(C(C)OC1=O)c2ccccc2,train,
253,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,train,
254,OCCN(CCO)N=O,train,
255,CC[C@@H](C)ON=O,train,
256,NN(Cc1ccccc1)Cc2ccccc2,train,
257,[O-][N+](=O)c1cc(cs1)C(=O)Nc2ccccc2Br,train,
258,COC(=O)\C=C\c1oc(cc1)[N+](=O)[O-],train,
259,CCCOO,train,
260,Clc1ccc2NC(=O)CN=C(c3ccccc3)c2c1,train,
261,OCc1ccc(cc1)[N+](=O)[O-],train,
262,OC1C=Cc2ccc3cc4c(ccc5ccccc45)cc3c2C1O,train,
263,Oc1c(Br)cc(Br)cc1c2cc(Br)cc(Br)c2OP(=O)(O)O,train,
264,Oc1cccc(c1)[N+](=O)[O-],train,
265,c1ccc2c(c1)cc3c4ccccc4c5cccc6ccc2c3c56,train,
266,Oc1cc2ccc3c4ccccc4c5cc6cccc1c6c2c35,train,
267,CO[C@@H]1C[C@](C)(O)Cc2cc3C(=O)c4c5O[C@@H]6O[C@@](C)([C@H](O)[C@H]([C@H]6O)N(C)C)c5cc(O)c4C(=O)c3c(O)c12,train,
268,BrCBr,train,
269,NC(=S)N,train,
270,COc1cc(ccc1N=C=O)c2ccc(N=C=O)c(OC)c2,train,
271,Clc1ccc(cc1Cl)C(Cl)(Cl)Cl,train,
272,CCOc1ccccc1OCC2CNCCO2,train,
273,COc1cc(ccc1O)C(=O)C,train,
274,Cc1ccc2cccnc2c1,train,
275,Clc1cccc(c1)c2oc3ccccc3n2,train,
276,OCCc1ccc(cc1)[N+](=O)[O-],train,
277,CCCN(CCC)N=O,train,
278,CC1(CCC2(C)C(C1)C(=O)CC3C4(C)CCCC23OC4=O)C=C,train,
279,Cc1cc2ccccc2cc1[N+](=O)[O-],train,
280,CN1C2=NC(=O)NC(=O)C2=Nc3cc(C)c(C)cc13,train,
281,ONc1ccc(Cl)c(Cl)c1,train,
282,OC1OC(=O)C(=C1Cl)Cl,train,
283,FC(Cl)C(F)(F)C(F)(F)Cl,train,
284,Cc1cc2nc3c(ccc4ccccc34)c(C)c2cc1C,train,
285,CC(=CCC\C(=C\CO)\C)C,train,
286,[O-][N+](=O)c1ccc2ccc3ccc(c4ccc1c2c34)[N+](=O)[O-],train,
287,CC(C)CC(=O)OC1CC2(COC(=O)C)C(OC3C(O)C(OC(=O)C)C2(C)C34CO4)C=C1C,train,
288,Cc1ccccc1c2ccc(N)cc2,train,
289,Nc1ccc(Br)cc1,train,
290,Nc1nc2ccc(cc2s1)[N+](=O)[O-],train,
291,CC(C=C)C#N,train,
292,CC(=O)Nc1ccc(cc1)S(=O)(=O)c2ccc(NC(=O)C)cc2,train,
293,CCCC1(O)CCC2C3CCC4CC(=O)CC(C)C4(C)C3CCC12C,train,
294,CCCCN(C[C@@H](O)C1=CC(=[N+]=[N-])C(=O)C=C1)N=O,train,
295,COC1=CC(=O)c2c(nc(C)c3c4ccccc4[nH]c23)C1=O,train,
296,COc1cc(CC=C)cc2OCOc12,train,
297,FC(F)(F)[C@H](Cl)Br,train,
298,O=C(\C=C\C=C\c1ccc2OCOc2c1)N3CCCCC3,train,
299,CC1=CC(=O)Oc2c3OC4(C)OOC4(C)c3ccc12,train,
300,CC(=O)OC1(CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC12C)C(=O)C,train,
301,CCC1OC(CO)C(COCC2OC(COC3OC(CO)C(O)C(O)C3O)C(OC)C(O)C2O)C(O)C1O,train,
302,CC(=C)C(=O)OC(C)(C)C,train,
303,CS(=O)(=O)OCCCNCCCOS(=O)(=O)C,train,
304,CCC12OC1O2,train,
305,COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c3C(=O)c4c(O)ccc(O)c4Oc3c1,train,
306,C1Cc2ccccc2CN1,train,
307,CC1(C)S[C@@H]2[C@@H](NC(=O)[C@@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,train,
308,OS(=O)(=O)C1=CC(=O)C(=O)c2ccccc12,train,
309,Cc1cccc2cc(ccc12)[N+](=O)[O-],train,
310,Cc1c2ccccc2cc3c4[C@H](O)[C@H](O)C=Cc4ccc13,train,
311,Fc1cccc2ncccc12,train,
312,Cc1ccc2cc3c(ccc4ccccc34)c5CCc1c25,train,
313,[O-][N+](=O)c1ccc2ccc3c4CCC=Cc4cc5ccc1c2c35,train,
314,Oc1cccc2c1ccc3[nH]c4cc(c5ccccc5c4c23)[N+](=O)[O-],train,
315,Nc1ccc2nc3c(N)cccc3nc2c1,train,
316,CC(C)[C@@H]1CC[C@@H](C)CC1=O,train,
317,C[Si](C)(C)N[Si](C)(C)C,train,
318,CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2,train,
319,Nc1ccccc1C(=O)OCCc2ccccc2,train,
320,CC(C)C(=O)Nc1ccccc1,train,
321,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O,train,
322,Nc1nc(\C=C/c2oc(cc2)[N+](=O)[O-])cs1,train,
323,CC(O)C(C)[N+](=O)[O-],train,
324,CCCC[C@@H](CC)CN,train,
325,CC(=O)OCc1c2ccccc2cc3ccccc13,train,
326,O[C@@H]1CC(=O)c2c(O)ccc3c4ccc(O)c5C(=O)CC[C@H](c45)[C@@]1(O)c23,train,
327,Cc1cc(c(C)cc1O)C2(OS(=O)(=O)c3ccccc23)c4cc(C)c(O)cc4C,train,
328,Cc1ccc(cc1)C(=O)Cl,train,
329,[O-][N+](=O)c1cc(Cl)ccc1Cl,train,
330,ClCCC(=O)\N=C\1/SN(C(=O)CCCl)c2ccccc12,train,
331,CCC(=O)C(=O)CC,train,
332,Cc1nc(cc2c3cc(cc(c3[nH]c12)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],train,
333,Cc1ccc(cc1)C(=O)O,train,
334,ClCBr,train,
335,CN(C)C(=O)\C=C\c1oc(cc1)[N+](=O)[O-],train,
336,Cc1ccc(cc1)c2oc3ccccc3n2,train,
337,CCCCCCCC(=O)\N=C\1/SN(C(=O)CCCCCCC)c2ccc(cc12)[N+](=O)[O-],train,
338,CC(=C)C(=O)OCCOCCOC(=O)C(=C)C,train,
339,Cl\C=C(/Cl)\C(Cl)Cl,train,
340,O=NN1CCOCC1,train,
341,NC(=O)C1(O[C@H]1C(=O)c2ccccc2)C(=O)N,train,
342,Cn1cnc2c(N)ncnc12,train,
343,OC(CN=N#N)CN=N#N,train,
344,Cc1ccc2c(ccc3cc4ccccc4cc23)c1,train,
345,Cc1ccc(\C=C\c2ccc(cc2)[N+](=O)[O-])cc1,train,
346,CCC(=O)Oc1ccc(cc1)\C(=C(/CC)\c2ccc(OC(=O)CC)cc2)\CC,train,
347,CCCCCCCCCCCl,train,
348,COC(=O)C1O\C(=N/O)\C(=C1Cl)Cl,train,
349,NC(=O)NCC(=O)O,train,
350,COc1ccc(N)c2C(=O)c3ccccc3C(=O)c12,train,
351,O[C@@H]1C=Cc2c([C@H]1O)c3ccc4ccccc4c3cc2[N+](=O)[O-],train,
352,Cn1c(N=N#N)nc2ncc(cc12)c3ccccc3,train,
353,Cc1nccc2c3ccccc3[nH]c12,train,
354,OCCCNP(=O)(O)N(CCCl)CCCl,train,
355,COc1ccc(cc1)c2nc(c3ccccc3)c([nH]2)c4ccccc4,train,
356,[O-][N+](=O)c1ccc(Nc2[nH]cnc3ncnc23)cc1,train,
357,CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,train,
358,CCCC(CCC)C(=O)O,train,
359,CCCCC(=O)N1N=CC(=C(Cl)C1=O)Cl,train,
360,C=CCOC(=O)c1ccccc1C(=O)OCC=C,train,
361,CC(C)c1ccc(OP(=O)(Oc2ccccc2)Oc3ccccc3)cc1,train,
362,O=C(Nc1cccc2C(=O)c3c(ccc4c5cc(NC(=O)c6ccccc6)c7C(=O)c8ccccc8C(=O)c7c5[nH]c34)C(=O)c12)c9ccccc9,train,
363,CC1CC(C)(C)c2cc(C(=O)C)c(C)cc2C1(C)C,train,
364,Cc1c(O)cc2C(=O)c3ccccc3C(=O)c2c1O,train,
365,COc1cc2c3CCC(=O)c3cc(C)c2c4ccccc14,train,
366,CC(=O)Nc1ccc(Cc2ccc(N)cc2)cc1,train,
367,OC1C=Cc2c(ccc3c(c4ccccc4cc23)[N+](=O)[O-])C1O,train,
368,Oc1ccc2c(c1)c3ccc4ccc5cccc6cc2c3c4c56,train,
369,[O-][N+](=O)C(Cl)(Cl)Cl,train,
